outbreak_id;code;focus_type;country;region;province;livestock_region;municipality;uvl;disease;no_of_affected_species;serotype;species;confirmation_date
2007/7659_1;2007/7659;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Niebla;Huelva;Lengua azul;1;;Ovinos;06/09/2007
2007/7658_1;2007/7658;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Niebla;Huelva;Lengua azul;1;;Ovinos;06/09/2007
2007/7657_1;2007/7657;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Niebla;Huelva;Lengua azul;1;;Ovinos;05/09/2007
2007/7656_1;2007/7656;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;2;;Caprinos, Ovinos;26/10/2007
2007/7655_1;2007/7655;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;2;;Caprinos, Ovinos;03/10/2007
2007/7654_1;2007/7654;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;1;;Ovinos;03/10/2007
2007/7653_1;2007/7653;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;1;;Ovinos;03/10/2007
2007/7652_1;2007/7652;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;1;;Ovinos;10/10/2007
2007/7651_1;2007/7651;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;1;;Ovinos;10/10/2007
2007/7650_1;2007/7650;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Peñarroya-Pueblonuevo;Córdoba;Lengua azul;1;;Ovinos;10/10/2007
2007/7649_1;2007/7649;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Nerva;Huelva;Lengua azul;2;;Caprinos, Ovinos;17/09/2007
2007/7648_1;2007/7648;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Estepona;Málaga;Lengua azul;1;;Ovinos;17/10/2007
2007/7647_1;2007/7647;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Estepona;Málaga;Lengua azul;1;;Ovinos;04/09/2007
2007/7646_1;2007/7646;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Estepona;Málaga;Lengua azul;1;;Ovinos;24/09/2007
2007/7645_1;2007/7645;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Estepona;Málaga;Lengua azul;1;;Ovinos;02/10/2007
2007/7644_1;2007/7644;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Estepona;Málaga;Lengua azul;2;;Caprinos, Ovinos;16/10/2007
2007/7643_1;2007/7643;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Estepona;Málaga;Lengua azul;2;;Caprinos, Ovinos;21/09/2007
2007/7642_1;2007/7642;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Pedroche;Córdoba;Lengua azul;1;;Ovinos;26/10/2007
2007/7641_1;2007/7641;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Pedroche;Córdoba;Lengua azul;1;;Ovinos;14/11/2007
2007/7640_1;2007/7640;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Pedroche;Córdoba;Lengua azul;1;;Ovinos;16/10/2007
2007/7639_1;2007/7639;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Pedroche;Córdoba;Lengua azul;1;;Ovinos;16/10/2007
2007/7638_1;2007/7638;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Pedroche;Córdoba;Lengua azul;1;;Ovinos;06/11/2007
2007/7637_1;2007/7637;Secundario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);Nava, La;Huelva;Lengua azul;1;;Ovinos;24/10/2007
2007/7636_1;2007/7636;Secundario;España;ANDALUCÍA;JAÉN;JAEN (CAMPIÑA DE JAEN);Jaén;Jaén;Lengua azul;2;;Caprinos, Ovinos;29/10/2007
2007/7635_1;2007/7635;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Guillena;Sevilla;Lengua azul;1;;Ovinos;05/09/2007
2007/7634_1;2007/7634;Secundario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Guillena;Sevilla;Lengua azul;1;;Ovinos;05/09/2007
2007/7633_1;2007/7633;Secundario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);Minas de Riotinto;Huelva;Lengua azul;1;;Ovinos;21/09/2007
2007/7632_1;2007/7632;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;01/10/2007
2007/7631_1;2007/7631;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;27/09/2007
2007/7630_1;2007/7630;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;26/09/2007
2007/7629_1;2007/7629;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;05/10/2007
2007/7628_1;2007/7628;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;2;;Caprinos, Ovinos;27/09/2007
2007/7627_1;2007/7627;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;27/09/2007
2007/7626_1;2007/7626;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;10/09/2007
2007/7625_1;2007/7625;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;26/09/2007
2007/7624_1;2007/7624;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;16/09/2007
2007/7623_1;2007/7623;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;25/09/2007
2007/7622_1;2007/7622;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;26/09/2007
2007/7621_1;2007/7621;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;29/10/2007
2007/7620_1;2007/7620;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;20/09/2007
2007/7619_1;2007/7619;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;2;;Caprinos, Ovinos;18/09/2007
2007/7618_1;2007/7618;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;2;;Caprinos, Ovinos;18/09/2007
2007/7617_1;2007/7617;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;11/09/2007
2007/7616_1;2007/7616;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;24/09/2007
2007/7615_1;2007/7615;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;28/09/2007
2007/7614_1;2007/7614;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;25/09/2007
2007/7613_1;2007/7613;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;1;;Ovinos;26/09/2007
2007/7612_1;2007/7612;Secundario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Guadalcanal;Sevilla;Lengua azul;2;;Caprinos, Ovinos;12/09/2007
2007/7611_1;2007/7611;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Obejo;Córdoba;Lengua azul;2;;Caprinos, Ovinos;03/10/2007
2007/7610_1;2007/7610;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Obejo;Córdoba;Lengua azul;1;;Ovinos;28/09/2007
2007/7609_1;2007/7609;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Obejo;Córdoba;Lengua azul;2;;Caprinos, Ovinos;04/10/2007
2007/7608_1;2007/7608;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);Obejo;Córdoba;Lengua azul;2;;Caprinos, Ovinos;14/11/2007
2007/7607_1;2007/7607;Secundario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);Manzanilla;Huelva;Lengua azul;1;;Ovinos;11/09/2007
2007/7606_1;2007/7606;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Cortes de la Frontera;Málaga;Lengua azul;2;;Caprinos, Ovinos;19/10/2007
2007/7605_1;2007/7605;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Cortes de la Frontera;Málaga;Lengua azul;1;;Ovinos;04/10/2007
2007/7604_1;2007/7604;Secundario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Cortes de la Frontera;Málaga;Lengua azul;2;;Caprinos, Ovinos;03/10/2007
2007/7603_1;2007/7603;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Gerena;Sevilla;Lengua azul;1;;Ovinos;26/09/2007
2007/7602_1;2007/7602;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Gerena;Sevilla;Lengua azul;1;;Ovinos;04/10/2007
2007/7601_1;2007/7601;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;16/10/2007
2007/7600_1;2007/7600;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;04/10/2007
2007/7599_1;2007/7599;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;04/10/2007
2007/7598_1;2007/7598;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;04/10/2007
2007/7597_1;2007/7597;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;05/10/2007
2007/7596_1;2007/7596;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;04/10/2007
2007/7595_1;2007/7595;Secundario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);Garrobo, El;Sevilla;Lengua azul;1;;Ovinos;04/10/2007
2007/7594_1;2007/7594;Secundario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);Montoro;Córdoba;Lengua azul;1;;Ovinos;01/10/2007
2007/7593_1;2007/7593;Secundario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);Montoro;Córdoba;Lengua azul;1;;Ovinos;23/10/2007
2007/7592_1;2007/7592;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Zahara;Cádiz;Lengua azul;1;;Caprinos;24/10/2007
2007/7591_1;2007/7591;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Zahara;Cádiz;Lengua azul;2;;Caprinos, Ovinos;24/10/2007
2007/7590_1;2007/7590;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Zahara;Cádiz;Lengua azul;1;;Caprinos;13/11/2007
2007/7589_1;2007/7589;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;;Ovinos;26/09/2007
2007/7588_1;2007/7588;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;;Ovinos;04/09/2007
2007/7587_1;2007/7587;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;;Ovinos;11/10/2007
2007/7586_1;2007/7586;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;11/10/2007
2007/7585_1;2007/7585;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;13/09/2007
2007/7584_1;2007/7584;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;10/09/2007
2007/7583_1;2007/7583;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;31/10/2007
2007/7582_1;2007/7582;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;29/08/2007
2007/7581_1;2007/7581;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;;Ovinos;07/09/2007
2007/7580_1;2007/7580;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;04/09/2007
2007/7579_1;2007/7579;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;;Ovinos;29/08/2007
2007/7578_1;2007/7578;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;2;;Caprinos, Ovinos;11/09/2007
2007/7577_1;2007/7577;Secundario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;;Ovinos;11/09/2007
2007/7576_1;2007/7576;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Villamartín;Cádiz;Lengua azul;1;;Ovinos;27/09/2007
2007/7575_1;2007/7575;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Villamartín;Cádiz;Lengua azul;1;;Ovinos;27/09/2007
2007/7574_1;2007/7574;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Villamartín;Cádiz;Lengua azul;1;;Ovinos;01/10/2007
2007/7573_1;2007/7573;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Villamartín;Cádiz;Lengua azul;1;;Ovinos;27/09/2007
2007/7572_1;2007/7572;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;19/10/2007
2007/7571_1;2007/7571;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Casarabonela;Málaga;Lengua azul;2;;Caprinos, Ovinos;23/10/2007
2007/7570_1;2007/7570;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Casarabonela;Málaga;Lengua azul;1;;Ovinos;23/10/2007
2007/7569_1;2007/7569;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Casarabonela;Málaga;Lengua azul;1;;Ovinos;23/10/2007
2007/7568_1;2007/7568;Secundario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Hinojos;Huelva;Lengua azul;1;;Ovinos;31/08/2007
2007/7567_1;2007/7567;Secundario;España;ANDALUCÍA;SEVILLA;ECIJA (LA CAMPIÑA);Écija;Sevilla;Lengua azul;1;;Ovinos;15/11/2007
2007/7566_1;2007/7566;Secundario;España;ANDALUCÍA;CÁDIZ;LA JANDA;Vejer de la Frontera;Cádiz;Lengua azul;1;;Caprinos;16/10/2007
2007/7565_1;2007/7565;Secundario;España;ANDALUCÍA;CÁDIZ;LA JANDA;Vejer de la Frontera;Cádiz;Lengua azul;1;;Caprinos;22/10/2007
2007/7564_1;2007/7564;Secundario;España;ANDALUCÍA;JAÉN;LINARES (SIERRA MORENA/CAMPIÑA JAEN);Guarromán;Jaén;Lengua azul;1;;Ovinos;15/10/2007
2007/7563_1;2007/7563;Secundario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Cártama;Málaga;Lengua azul;2;;Caprinos, Ovinos;24/10/2007
2007/7562_1;2007/7562;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Ubrique;Cádiz;Lengua azul;2;;Caprinos, Ovinos;18/10/2007
2007/7561_1;2007/7561;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Ubrique;Cádiz;Lengua azul;2;;Caprinos, Ovinos;19/10/2007
2007/7560_1;2007/7560;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Ubrique;Cádiz;Lengua azul;1;;Ovinos;09/10/2007
2007/7559_1;2007/7559;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Ubrique;Cádiz;Lengua azul;1;;Ovinos;27/09/2007
2007/7558_1;2007/7558;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Trebujena;Cádiz;Lengua azul;2;;Caprinos, Ovinos;31/10/2007
2007/7557_1;2007/7557;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);Granado, El;Huelva;Lengua azul;1;;Ovinos;05/11/2007
2007/7556_1;2007/7556;Secundario;España;ANDALUCÍA;HUELVA;PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL);Granado, El;Huelva;Lengua azul;1;;Ovinos;05/11/2007
2007/7555_1;2007/7555;Secundario;España;ANDALUCÍA;CÓRDOBA;POSADAS (VEGA DEL GUADALQUIVIR);Hornachuelos;Córdoba;Lengua azul;1;;Ovinos;09/10/2007
2007/7554_1;2007/7554;Secundario;España;ANDALUCÍA;CÓRDOBA;POSADAS (VEGA DEL GUADALQUIVIR);Hornachuelos;Córdoba;Lengua azul;1;;Ovinos;18/09/2007
2007/7553_1;2007/7553;Secundario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Torre Alháquime;Cádiz;Lengua azul;1;;Ovinos;31/10/2007
2007/7552_1;2007/7552;Secundario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);Granada de Río-Tinto, La;Huelva;Lengua azul;1;;Ovinos;20/09/2007
2007/7551_1;2007/7551;Secundario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);Coripe;Sevilla;Lengua azul;1;;Ovinos;01/10/2007
2007/7550_1;2007/7550;Secundario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);Coripe;Sevilla;Lengua azul;1;;Ovinos;28/09/2007
2007/7549_1;2007/7549;Secundario;España;ANDALUCÍA;MÁLAGA;ANTEQUERA (ANTEQUERA);Cañete la Real;Málaga;Lengua azul;2;;Caprinos, Ovinos;23/10/2007
2007/7548_1;2007/7548;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;10/10/2007
2007/7547_1;2007/7547;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;19/11/2007
2007/7546_1;2007/7546;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;11/10/2007
2007/7545_1;2007/7545;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;19/10/2007
2007/7544_1;2007/7544;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;15/10/2007
2007/7543_1;2007/7543;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;05/11/2007
2007/7542_1;2007/7542;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;10/10/2007
2007/7541_1;2007/7541;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;19/10/2007
2007/7540_1;2007/7540;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;15/10/2007
2007/7539_1;2007/7539;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;11/10/2007
2007/7538_1;2007/7538;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;15/10/2007
2007/7537_1;2007/7537;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;2;;Caprinos, Ovinos;09/10/2007
2007/7536_1;2007/7536;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;2;;Caprinos, Ovinos;15/10/2007
2007/7535_1;2007/7535;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;16/10/2007
2007/7534_1;2007/7534;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;06/11/2007
2007/7533_1;2007/7533;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;04/10/2007
2007/7532_1;2007/7532;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;08/10/2007
2007/7531_1;2007/7531;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;19/10/2007
2007/7530_1;2007/7530;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;2;;Caprinos, Ovinos;15/11/2007
2007/7529_1;2007/7529;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;08/10/2007
2007/7528_1;2007/7528;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;08/10/2007
2007/7527_1;2007/7527;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;04/10/2007
2007/7526_1;2007/7526;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;1;;Ovinos;02/10/2007
2007/7525_1;2007/7525;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;2;;Caprinos, Ovinos;02/10/2007
2007/7524_1;2007/7524;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;2;;Caprinos, Ovinos;18/09/2007
2007/7523_1;2007/7523;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;2;;Caprinos, Ovinos;18/09/2007
2007/7522_1;2007/7522;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;2;;Caprinos, Ovinos;03/10/2007
2007/7521_1;2007/7521;Secundario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Tarifa;Cádiz;Lengua azul;1;;Ovinos;30/10/2007
