outbreak_id;code;focus_type;country;region;province;livestock_region;municipality;uvl;disease;no_of_affected_species;serotype;species;confirmation_date
2023/5_5;2023/5   ;Primario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);Adamuz;Córdoba;Enfermedad hemorrágica epizoótica;1;Pendiente;Bovinos;06/07/2023
2023/4_6;2023/4   ;Primario;España;ANDALUCÍA;CÓRDOBA;VILLANUEVA DE CÓRDOBA (PEDROCHES III);Cardeña;Córdoba;Enfermedad hemorrágica epizoótica;1;Pendiente;Bovinos;06/07/2023
2023/3_6;2023/3   ;Primario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Pedroso, El;Sevilla;Enfermedad hemorrágica epizoótica;1;Pendiente;Bovinos;04/07/2023
2023/14_3;2023/14  ;Secundario;España;ASTURIAS;ASTURIAS;TINEO;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;03/07/2023
2023/2_5;2023/2   ;Primario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);Corteconcepción;Huelva;Enfermedad hemorrágica epizoótica;1;Pendiente;Bovinos;30/06/2023
2023/34_1;2023/34  ;Primario;España;VALENCIA;VALENCIA;LA SAFOR;Oliva;Valencia;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;30/06/2023
2023/33_1;2023/33  ;Primario;España;CATALUÑA;TARRAGONA;BAIX EBRE (TORTOSA);Deltebre;Tarragona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;30/06/2023
2023/32_1;2023/32  ;Primario;España;CATALUÑA;TARRAGONA;BAIX PENEDES (VENDRELL);Calafell;Tarragona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;30/06/2023
2023/31_1;2023/31  ;Primario;España;CATALUÑA;BARCELONA;BAIX LLOBREGAT (SANT BOI);Prat de Llobregat, El;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;30/06/2023
2023/6_5;2023/6   ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Orozko;Bilbao;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;08/02/2023
2023/1_10;2023/1   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Arcos de la Frontera;Cádiz;Enfermedad de Aujeszky;1;;Porcinos;30/06/2023
2023/1_9;2023/1   ;Primario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Pedroso, El;Sevilla;Enfermedad hemorrágica epizoótica;1;No determinado;Cervidos;23/06/2023
2023/29_1;2023/29  ;Primario;España;VALENCIA;VALENCIA;CAMP DE MORVEDRE;Sagunto/Sagunt;Valencia;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;16/06/2023
2023/1_8;2023/1   ;Primario;España;ASTURIAS;ASTURIAS;CANGAS DE ONIS;Cangas de Onís;Oviedo;Carbunco bacteridiano;1;;Bovinos;21/06/2023
2023/30_1;2023/30  ;Primario;España;CATALUÑA;GIRONA;ALT EMPORDA (FIGUERES);Castelló d'Empúries;Girona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;22/06/2023
2023/13_3;2023/13  ;Primario;España;CATALUÑA;LLEIDA;ALT URGELL (SEU D'URGELL);Valls d'Aguilar, Les;Lleida;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;15/06/2023
2023/12_3;2023/12  ;Primario;España;CATALUÑA;LLEIDA;SOLSONES (SOLSONA);Navès;Barcelona;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;15/06/2023
2023/28_1;2023/28  ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Mendexa;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;09/06/2023
2023/27_1;2023/27  ;Primario;España;VALENCIA;VALENCIA;RIBERA BAIXA;Sollana;Valencia;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;07/06/2023
2023/11_3;2023/11  ;Primario;España;ASTURIAS;ASTURIAS;TINEO;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;29/05/2023
2023/5_4;2023/5   ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Zamarra;Ciudad Rodrigo;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;11/05/2023
2023/26_1;2023/26  ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;Coruña, A;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;18/05/2023
2023/7_4;2023/7   ;Primario;España;CASTILLA LA MANCHA;CUENCA;SAN CLEMENTE;Casas de Fernando Alonso;Cuenca;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;16/05/2023
2023/20_2;2023/20  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;Nombela;Toledo;Lengua azul;1;4;Bovinos;04/05/2023
2023/4_5;2023/4   ;Primario;España;ANDALUCÍA;SEVILLA;OSUNA (CAMPIÑA/SIERRA SUR);Badolatosa;Sevilla;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;26/04/2023
2023/3_5;2023/3   ;Primario;España;LA RIOJA;LA RIOJA;HARO;Cihuri;Logroño;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;27/04/2023
2023/10_3;2023/10  ;Primario;España;CATALUÑA;LLEIDA;ALT URGELL (SEU D'URGELL);Valls de Valira, Les;Lleida;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;27/04/2023
2023/9_3;2023/9   ;Primario;España;GALICIA;PONTEVEDRA;DEZA;Dozón;Pontevedra;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;20/04/2023
2023/1_7;2023/1   ;Primario;España;NAVARRA;NAVARRA;PAMPLONA;Ultzama;Pamplona;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;12/04/2023
2023/25_1;2023/25  ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;MALAGÓN;Pozuelo de Calatrava;Ciudad Real;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;31/03/2023
2023/24_1;2023/24  ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;03/04/2023
2023/6_4;2023/6   ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;TOMELLOSO;Alcázar de San Juan;Ciudad Real;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;05/04/2023
2023/23_1;2023/23  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);Lleida;Lleida;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;04/04/2023
2023/8_3;2023/8   ;Secundario;España;ASTURIAS;ASTURIAS;TINEO;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;30/03/2023
2023/7_3;2023/7   ;Secundario;España;ASTURIAS;ASTURIAS;TINEO;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;30/03/2023
2023/6_3;2023/6   ;Primario;España;ASTURIAS;ASTURIAS;LLANES;Peñamellera Baja;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;30/03/2023
2023/22_1;2023/22  ;Primario;España;CASTILLA Y LEÓN;VALLADOLID;MEDINA DEL CAMPO;Castronuño;Valladolid;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;30/03/2023
2023/21_1;2023/21  ;Primario;España;CASTILLA Y LEÓN;LEÓN;CARRIZO;Santa Marina del Rey;León;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;30/03/2023
2023/5_3;2023/5   ;Primario;España;GALICIA;LUGO;TERRA CHA VILALBA;Vilalba;Lugo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;09/02/2023
2023/5_2;2023/5   ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;TOMELLOSO;Alcázar de San Juan;Ciudad Real;Viruela ovina y viruela caprina;1;;Ovinos;29/03/2023
2023/4_4;2023/4   ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;TOMELLOSO;Alcázar de San Juan;Ciudad Real;Viruela ovina y viruela caprina;1;;Ovinos;21/03/2023
2023/20_1;2023/20  ;Primario;España;CATALUÑA;LLEIDA;PLA D'URGELL (MOLLERUSSA);Linyola;Lleida;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;16/03/2023
2023/19_2;2023/19  ;Primario;España;CATALUÑA;LLEIDA;PLA D'URGELL (MOLLERUSSA);Vila-sana;Lleida;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;16/03/2023
2023/18_1;2023/18  ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;01/03/2023
2023/17_1;2023/17  ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;Vitoria-Gasteiz;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;10/03/2023
2023/4_3;2023/4   ;Primario;España;ASTURIAS;ASTURIAS;GRADO;Proaza;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;10/03/2023
2023/3_4;2023/3   ;Primario;España;ASTURIAS;ASTURIAS;TINEO;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;10/03/2023
2023/16_1;2023/16  ;Primario;España;CATALUÑA;LLEIDA;NOGUERA (BALAGUER);Penelles;Lleida;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;07/03/2023
2023/15_2;2023/15  ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Zierbena;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;01/03/2023
2023/19_1;2023/19  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;Alcalá de los Gazules;Cádiz;Lengua azul;1;4;Caprinos;23/02/2023
2023/14_2;2023/14  ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;Getxo;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;23/02/2023
2023/13_2;2023/13  ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;23/02/2023
2023/15_1;2023/15  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;BÉJAR;Cerro, El;Salamanca;Lengua azul;1;4;Caprinos;26/01/2023
2023/14_1;2023/14  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Caprinos;25/01/2023
2023/13_1;2023/13  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Jimena de la Frontera;Cádiz;Lengua azul;1;4;Silvestres (salvo jabalíes y aves);14/02/2023
2023/12_2;2023/12  ;Primario;España;ARAGÓN;ZARAGOZA;EJEA DE LOS CABALLEROS;Ejea de los Caballeros;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;17/02/2023
2023/11_2;2023/11  ;Primario;España;GALICIA;PONTEVEDRA;VIGO-O BAIXO MIÑO;Fornelos de Montes;Pontevedra;Lengua azul;1;4;Bovinos;15/02/2023
2023/10_2;2023/10  ;Primario;España;GALICIA;OURENSE;A LIMIA;Sarreaus;Ourense;Lengua azul;1;4;Bovinos;15/02/2023
2023/12_1;2023/12  ;Primario;España;GALICIA;PONTEVEDRA;O CONDADO;Neves, As;Pontevedra;Lengua azul;1;4;Bovinos;17/02/2023
2023/9_2;2023/9   ;Primario;España;GALICIA;OURENSE;TERRA DE CALDELAS;Castro Caldelas;Ourense;Lengua azul;1;4;Bovinos;15/02/2023
2023/8_2;2023/8   ;Primario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);Cártama;Málaga;Lengua azul;1;4;Caprinos;15/02/2023
2023/7_2;2023/7   ;Primario;España;ANDALUCÍA;SEVILLA;CARMONA (LOS ARCORES);Carmona;Sevilla;Lengua azul;1;4;Bovinos;07/02/2023
2023/11_1;2023/11  ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;06/02/2023
2023/10_1;2023/10  ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;03/02/2023
2023/2_4;2023/2   ;Primario;España;ASTURIAS;ASTURIAS;LAVIANA;Caso;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;13/02/2023
2023/9_1;2023/9   ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;Xove;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;09/02/2023
2023/1_6;2023/1   ;Primario;España;CATALUÑA;LLEIDA;GARRIGUES (BORGES BLANQUES);Arbeca;Lleida;Influenza Aviar de Alta Patogenicidad en Aves de Corral;1;H5N1;Aves de corral;10/02/2023
2023/3_3;2023/3   ;Primario;España;CASTILLA LA MANCHA;CIUDAD REAL;TOMELLOSO;Alcázar de San Juan;Ciudad Real;Viruela ovina y viruela caprina;1;;Ovinos;07/02/2023
2023/1_5;2023/1   ;Primario;España;GALICIA;PONTEVEDRA;TABEIROS-TERRA DE MONTES;Estrada, A;Pontevedra;Encefalopatía espongiforme bovina;1;;Bovinos;03/02/2023
2023/8_1;2023/8   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/01/2023
2023/7_1;2023/7   ;Primario;España;CATALUÑA;BARCELONA;VALLES ORIENTAL (GRANOLLERS);Cardedeu;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/01/2023
2023/6_2;2023/6   ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;Orio;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;26/01/2023
2023/2_3;2023/2   ;Primario;España;CASTILLA LA MANCHA;CUENCA;MOTILLA DEL PALANCAR;Tébar;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;23/01/2023
2023/1_4;2023/1   ;Primario;España;CASTILLA LA MANCHA;CUENCA;SAN CLEMENTE;Alberca de Záncara, La;Cuenca;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;23/01/2023
2022/27_4;2022/27  ;Primario;España;ARAGÓN;TERUEL;CALAMOCHA;Calamocha;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;23/12/2022
2023/6_1;2023/6   ;Primario;España;EXTREMADURA;BADAJOZ;CASTUERA;Cabeza del Buey;Badajoz;Lengua azul;1;4;Caprinos;17/01/2023
2023/5_1;2023/5   ;Primario;España;EXTREMADURA;BADAJOZ;MERIDA;Villagonzalo;Badajoz;Lengua azul;1;4;Caprinos;17/01/2023
2023/4_2;2023/4   ;Primario;España;EXTREMADURA;BADAJOZ;HERRERA DEL DUQUE;Garbayuela;Badajoz;Lengua azul;1;4;Bovinos;17/01/2023
2023/1_3;2023/1   ;Primario;España;ASTURIAS;ASTURIAS;GRADO;Proaza;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;12/01/2023
2022/75_2;2022/75  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;BÉJAR;Cerro, El;Salamanca;Lengua azul;1;4;Caprinos;20/12/2022
2022/74_2;2022/74  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;LUMBRALES;Fuenteliante;Salamanca;Lengua azul;1;4;Bovinos;09/12/2022
2022/73_2;2022/73  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;4;Caprinos;21/12/2022
2022/72_2;2022/72  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;SOTILLO DE LA ADRADA;Casavieja;Ávila;Lengua azul;1;4;Ovinos;21/12/2022
2023/4_1;2023/4   ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;Sada;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;09/01/2023
2023/3_2;2023/3   ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;Coruña, A;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;09/01/2023
2023/2_2;2023/2   ;Primario;España;GALICIA;PONTEVEDRA;O SALNÉS;Vilagarcía de Arousa;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;09/01/2023
2023/1_2;2023/1   ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;Xove;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;09/01/2023
2023/3_1;2023/3   ;Primario;España;ANDALUCÍA;CÓRDOBA;BAENA,GUADAJOZ Y CAMPIÑA ESTE;Baena;Córdoba;Lengua azul;1;4;Caprinos;04/01/2023
2023/2_1;2023/2   ;Primario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Benaocaz;Cádiz;Lengua azul;1;4;Caprinos;04/01/2023
2023/1_1;2023/1   ;Primario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;Ubrique;Cádiz;Lengua azul;1;4;Caprinos;04/01/2023
2022/9_8;2022/9   ;Primario;España;ASTURIAS;ASTURIAS;TINEO;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;23/12/2022
2022/8_8;2022/8   ;Primario;España;ASTURIAS;ASTURIAS;RIBADESELLA;Parres;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;23/12/2022
2022/71_2;2022/71  ;Primario;España;EXTREMADURA;BADAJOZ;BADAJOZ;Badajoz;Badajoz;Lengua azul;1;4;Caprinos;28/12/2022
2022/70_2;2022/70  ;Primario;España;EXTREMADURA;BADAJOZ;CASTUERA;Capilla;Badajoz;Lengua azul;1;4;Caprinos;22/12/2022
2022/69_2;2022/69  ;Primario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Gaucín;Málaga;Lengua azul;1;4;Ovinos;28/12/2022
2022/151_1;2022/151 ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);Laredo;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;29/12/2022
2022/150_1;2022/150 ;Primario;España;CATALUÑA;BARCELONA;BARCELONES (BARCELONA);Barcelona;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;29/12/2022
2022/149_1;2022/149 ;Primario;España;CATALUÑA;BARCELONA;VALLES ORIENTAL (GRANOLLERS);Montornès del Vallès;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;29/12/2022
2022/148_1;2022/148 ;Primario;España;CATALUÑA;BARCELONA;BARCELONES (BARCELONA);Barcelona;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;29/12/2022
2022/147_1;2022/147 ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;23/12/2022
2022/26_4;2022/26  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;VITIGUDINO;Mieza;Salamanca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;02/12/2022
2022/25_4;2022/25  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;Fuente de San Esteban, La;Salamanca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;13/12/2022
2022/68_2;2022/68  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;Nombela;Toledo;Lengua azul;1;4;Bovinos;05/12/2022
2022/67_2;2022/67  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;San José del Valle;Cádiz;Lengua azul;1;4;Caprinos;19/12/2022
2022/37_3;2022/37  ;Primario;España;CASTILLA Y LEÓN;VALLADOLID;VALLADOLID;Cistérniga;Valladolid;Influenza Aviar de Alta Patogenicidad en Aves de Corral;1;H5N1;Aves de corral;20/12/2022
2022/146_1;2022/146 ;Primario;España;GALICIA;PONTEVEDRA;VIGO-O BAIXO MIÑO;Vigo;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;16/12/2022
2022/145_1;2022/145 ;Primario;España;CATALUÑA;GIRONA;ALT EMPORDA (FIGUERES);Castelló d'Empúries;Girona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;16/12/2022
2022/65_2;2022/65  ;Primario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;Garvín;Badajoz;Lengua azul;1;4;Silvestres (salvo jabalíes y aves);09/12/2022
2022/144_1;2022/144 ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;01/12/2022
2022/11_7;2022/11  ;Primario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);Gaucín;Málaga;Enfermedad hemorrágica epizoótica;1;;Bovinos;09/12/2022
2022/64_2;2022/64  ;Primario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;4;Caprinos;07/12/2022
2022/63_2;2022/63  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Jerez de la Frontera;Cádiz;Lengua azul;1;4;Bovinos;07/12/2022
2022/62_2;2022/62  ;Primario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);Casares;Málaga;Lengua azul;1;4;Caprinos;07/12/2022
2022/24_4;2022/24  ;Primario;España;CASTILLA LA MANCHA;ALBACETE;HELLÍN;Ontur;Albacete;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;22/11/2022
2022/61_2;2022/61  ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;Puerto Real;Cádiz;Lengua azul;1;4;Caprinos;01/12/2022
2022/60_2;2022/60  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;Castellar de la Frontera;Cádiz;Lengua azul;1;4;Bovinos;01/12/2022
2022/143_1;2022/143 ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;Xove;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;01/12/2022
2022/59_2;2022/59  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;Pelahustán;Toledo;Lengua azul;1;4;Bovinos;29/11/2022
2022/141_1;2022/141 ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;Sada;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;28/11/2022
2022/17_6;2022/17  ;Primario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Cantillana;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;01/12/2022
2022/16_6;2022/16  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;01/12/2022
2022/23_5;2022/23  ;Primario;España;ARAGÓN;ZARAGOZA;BORJA;Mallén;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;25/11/2022
2022/10_7;2022/10  ;Primario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);Almadén de la Plata;Sevilla;Enfermedad hemorrágica epizoótica;1;;Bovinos;22/11/2022
2022/9_7;2022/9   ;Primario;España;EXTREMADURA;BADAJOZ;JEREZ DE LOS CABALLEROS;Villanueva del Fresno;Badajoz;Enfermedad hemorrágica epizoótica;1;;Bovinos;30/11/2022
2022/58_2;2022/58  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;San Roque;Cádiz;Lengua azul;1;4;Bovinos;21/11/2022
2022/53_2;2022/53  ;Primario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);Montoro;Córdoba;Lengua azul;1;4;Caprinos;28/11/2022
2022/57_2;2022/57  ;Primario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );Añora;Córdoba;Lengua azul;1;4;Bovinos;28/11/2022
2022/56_2;2022/56  ;Primario;España;ANDALUCÍA;JAÉN;JAEN (CAMPIÑA DE JAEN);Mengíbar;Jaén;Lengua azul;1;4;Bovinos;28/11/2022
2022/55_1;2022/55  ;Primario;España;ANDALUCÍA;JAÉN;ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN);Andújar;Jaén;Lengua azul;1;4;Ovinos;28/11/2022
2022/54_2;2022/54  ;Primario;España;ANDALUCÍA;JAÉN;LINARES (SIERRA MORENA/CAMPIÑA JAEN);Linares;Jaén;Lengua azul;1;4;Caprinos;28/11/2022
2022/8_7;2022/8   ;Primario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);Lora del Río;Sevilla;Enfermedad hemorrágica epizoótica;1;;Bovinos;28/11/2022
2022/7_8;2022/7   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;28/11/2022
2022/6_8;2022/6   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;28/11/2022
2022/5_8;2022/5   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Almonte;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;28/11/2022
2022/4_9;2022/4   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);Hinojos;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;28/11/2022
2022/3_12;2022/3   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;Algar;Cádiz;Enfermedad hemorrágica epizoótica;1;;Bovinos;28/11/2022
2022/52_2;2022/52  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;Segurilla;Talavera De La Reina;Lengua azul;1;4;Bovinos;22/11/2022
